timestep,person1_id,person2_id,location_id,location_type,contact_duration,person1_infectious,person2_infectious,person1_masked,person2_masked,both_masked,age_diff,same_household
60,143,67,2,facility,1,False,False,False,False,False,53,False
60,143,95,2,facility,1,False,False,False,False,False,21,False
60,143,111,2,facility,1,False,False,False,False,False,66,False
60,143,54,2,facility,1,False,False,False,False,False,0,False
60,67,95,2,facility,1,False,False,False,False,False,32,False
60,67,111,2,facility,1,False,False,False,False,False,13,False
60,67,54,2,facility,1,False,False,False,False,False,53,False
60,95,111,2,facility,1,False,False,False,False,False,45,False
60,95,54,2,facility,1,False,False,False,False,False,21,False
60,111,54,2,facility,1,False,False,False,False,False,66,False
60,155,21,4,facility,1,False,False,False,False,False,8,False
60,66,137,10,facility,1,False,False,False,False,False,5,False
60,66,84,10,facility,1,False,False,False,False,False,20,False
60,66,18,10,facility,1,False,False,False,False,False,45,False
60,66,4,10,facility,1,False,False,False,False,False,23,False
60,66,1,10,facility,1,False,False,False,False,False,12,False
60,66,64,10,facility,1,False,False,False,False,False,30,False
60,66,34,10,facility,1,False,False,False,False,False,30,False
60,66,12,10,facility,1,False,False,False,False,False,34,False
60,137,84,10,facility,1,False,False,False,False,False,25,False
60,137,18,10,facility,1,False,False,False,False,False,50,False
60,137,4,10,facility,1,False,False,False,False,False,28,False
60,137,1,10,facility,1,False,False,False,False,False,17,False
60,137,64,10,facility,1,False,False,False,False,False,35,False
60,137,34,10,facility,1,False,False,False,False,False,35,False
60,137,12,10,facility,1,False,False,False,False,False,39,False
60,84,18,10,facility,1,False,False,False,False,False,25,False
60,84,4,10,facility,1,False,False,False,False,False,3,False
60,84,1,10,facility,1,False,False,False,False,False,8,False
60,84,64,10,facility,1,False,False,False,False,False,10,False
60,84,34,10,facility,1,False,False,False,False,False,10,False
60,84,12,10,facility,1,False,False,False,False,False,14,False
60,18,4,10,facility,1,False,False,False,False,False,22,False
60,18,1,10,facility,1,False,False,False,False,False,33,False
60,18,64,10,facility,1,False,False,False,False,False,15,False
60,18,34,10,facility,1,False,False,False,False,False,15,False
60,18,12,10,facility,1,False,False,False,False,False,11,False
60,4,1,10,facility,1,False,False,False,False,False,11,False
60,4,64,10,facility,1,False,False,False,False,False,7,False
60,4,34,10,facility,1,False,False,False,False,False,7,False
60,4,12,10,facility,1,False,False,False,False,False,11,False
60,1,64,10,facility,1,False,False,False,False,False,18,False
60,1,34,10,facility,1,False,False,False,False,False,18,False
60,1,12,10,facility,1,False,False,False,False,False,22,False
60,64,34,10,facility,1,False,False,False,False,False,0,False
60,64,12,10,facility,1,False,False,False,False,False,4,False
60,34,12,10,facility,1,False,False,False,False,False,4,False
60,46,116,12,facility,1,False,False,False,False,False,43,False
60,46,114,12,facility,1,False,False,False,False,False,10,False
60,116,114,12,facility,1,False,False,False,False,False,33,True
60,115,50,13,facility,1,False,False,False,False,False,23,False
60,115,47,13,facility,1,False,False,False,False,False,9,False
60,115,87,13,facility,1,False,False,False,False,False,18,False
60,115,128,13,facility,1,False,False,False,False,False,25,False
60,115,140,13,facility,1,False,False,False,False,False,36,False
60,115,109,13,facility,1,False,False,False,False,False,36,False
60,115,127,13,facility,1,False,False,False,False,False,0,False
60,50,47,13,facility,1,False,False,False,False,False,14,False
60,50,87,13,facility,1,False,False,False,False,False,5,False
60,50,128,13,facility,1,False,False,False,False,False,2,False
60,50,140,13,facility,1,False,False,False,False,False,59,False
60,50,109,13,facility,1,False,False,False,False,False,59,False
