timestep,person1_id,person2_id,location_id,location_type,contact_duration,person1_infectious,person2_infectious,person1_masked,person2_masked,both_masked,age_diff,same_household
60,89,163,2,facility,1,False,False,True,False,False,6,False
60,89,85,2,facility,1,False,False,True,True,True,12,False
60,89,54,2,facility,1,False,False,True,True,True,28,False
60,163,85,2,facility,1,False,False,False,True,False,6,False
60,163,54,2,facility,1,False,False,False,True,False,22,False
60,85,54,2,facility,1,False,False,True,True,True,16,False
60,108,39,4,facility,1,False,False,False,False,False,19,False
60,108,75,4,facility,1,False,False,False,False,False,4,False
60,39,75,4,facility,1,False,False,False,False,False,15,False
60,18,149,10,facility,1,False,False,False,False,False,14,False
60,13,114,12,facility,1,False,False,False,True,False,34,False
60,15,50,13,facility,1,False,False,False,False,False,33,False
60,15,47,13,facility,1,False,False,False,False,False,19,False
60,15,65,13,facility,1,False,False,False,True,False,1,False
60,15,87,13,facility,1,False,False,False,True,False,28,False
60,15,109,13,facility,1,False,False,False,True,False,26,False
60,50,47,13,facility,1,False,False,False,False,False,14,False
60,50,65,13,facility,1,False,False,False,True,False,34,False
60,50,87,13,facility,1,False,False,False,True,False,5,False
60,50,109,13,facility,1,False,False,False,True,False,59,False
60,47,65,13,facility,1,False,False,False,True,False,20,False
60,47,87,13,facility,1,False,False,False,True,False,9,False
60,47,109,13,facility,1,False,False,False,True,False,45,False
60,65,87,13,facility,1,False,False,True,True,True,29,False
60,65,109,13,facility,1,False,False,True,True,True,25,False
60,87,109,13,facility,1,False,False,True,True,True,54,False
60,165,166,14,facility,1,False,False,False,True,False,63,True
60,165,172,14,facility,1,False,False,False,True,False,44,False
60,165,135,14,facility,1,False,False,False,False,False,70,False
60,166,172,14,facility,1,False,False,True,True,True,19,False
60,166,135,14,facility,1,False,False,True,False,False,7,False
60,172,135,14,facility,1,False,False,True,False,False,26,False
60,59,158,16,facility,1,False,False,True,False,False,38,False
60,173,119,17,facility,1,False,False,False,False,False,38,False
60,162,138,20,facility,1,False,False,False,True,False,33,False
60,162,53,20,facility,1,False,False,False,True,False,31,False
60,138,53,20,facility,1,False,False,True,True,True,2,False
60,121,105,21,facility,1,False,False,False,False,False,18,False
60,14,91,22,facility,1,True,False,False,True,False,32,False
60,98,81,33,facility,1,False,False,False,False,False,22,False
60,118,68,36,facility,1,False,False,False,True,False,43,False
120,163,30,2,facility,1,False,False,False,True,False,2,False
120,163,111,2,facility,1,False,False,False,True,False,44,False
120,163,45,2,facility,1,False,False,False,True,False,45,False
120,163,74,2,facility,1,False,False,False,False,False,5,False
120,163,85,2,facility,1,False,False,False,True,False,6,False
120,163,54,2,facility,1,False,False,False,True,False,22,False
120,30,111,2,facility,1,False,False,True,True,True,46,False
120,30,45,2,facility,1,False,False,True,True,True,47,False
120,30,74,2,facility,1,False,False,True,False,False,3,False
120,30,85,2,facility,1,False,False,True,True,True,4,False
120,30,54,2,facility,1,False,False,True,True,True,20,False
120,111,45,2,facility,1,False,False,True,True,True,1,False
120,111,74,2,facility,1,False,False,True,False,False,49,False
120,111,85,2,facility,1,False,False,True,True,True,50,False
120,111,54,2,facility,1,False,False,True,True,True,66,False
120,45,74,2,facility,1,False,False,True,False,False,50,False
120,45,85,2,facility,1,False,False,True,True,True,51,False
120,45,54,2,facility,1,False,False,True,True,True,67,False
120,74,85,2,facility,1,False,False,False,True,False,1,False
120,74,54,2,facility,1,False,False,False,True,False,17,False
120,85,54,2,facility,1,False,False,True,True,True,16,False
120,151,142,3,facility,1,False,False,False,False,False,31,False
120,151,23,3,facility,1,False,False,False,True,False,11,False
120,142,23,3,facility,1,False,False,False,True,False,20,False
120,75,25,4,facility,1,False,False,False,False,False,27,False
120,75,21,4,facility,1,False,False,False,True,False,22,False
120,75,33,4,facility,1,False,False,False,True,False,42,False
120,25,21,4,facility,1,False,False,False,True,False,49,True
120,25,33,4,facility,1,False,False,False,True,False,15,False
120,21,33,4,facility,1,False,False,True,True,True,64,False
120,126,18,10,facility,1,False,False,False,False,False,19,False
