timestep,person1_id,person2_id,location_id,location_type,contact_duration,person1_infectious,person2_infectious,person1_masked,person2_masked,both_masked,age_diff,same_household
60,15,47,13,facility,1,False,False,True,True,True,19,False
120,117,115,10,facility,1,False,False,False,False,False,2,False
120,13,114,12,facility,1,False,False,False,False,False,34,False
120,71,47,13,facility,1,False,False,False,True,False,24,False
120,71,10,13,facility,1,False,False,False,False,False,26,False
120,47,10,13,facility,1,False,False,True,False,False,2,False
120,70,162,14,facility,1,False,False,False,False,False,12,False
120,41,37,25,facility,1,False,False,False,False,False,1,False
180,114,68,12,facility,1,False,False,False,False,False,30,False
180,42,47,13,facility,1,False,False,False,True,False,31,False
180,42,10,13,facility,1,False,False,False,False,False,33,False
180,42,51,13,facility,1,False,False,False,False,False,32,False
180,47,10,13,facility,1,False,False,True,False,False,2,False
180,47,51,13,facility,1,False,False,True,False,False,1,False
180,10,51,13,facility,1,False,False,False,False,False,1,False
180,160,70,14,facility,1,False,False,False,False,False,30,False
180,160,97,14,facility,1,False,False,False,False,False,20,False
180,160,162,14,facility,1,False,False,False,False,False,18,False
180,70,97,14,facility,1,False,False,False,False,False,50,False
180,70,162,14,facility,1,False,False,False,False,False,12,False
180,97,162,14,facility,1,False,False,False,False,False,38,False
180,41,37,25,facility,1,False,False,False,False,False,1,False
180,41,40,25,facility,1,False,False,False,True,False,36,True
180,41,9,25,facility,1,False,False,False,False,False,15,False
180,37,40,25,facility,1,False,False,False,True,False,35,False
180,37,9,25,facility,1,False,False,False,False,False,16,False
180,40,9,25,facility,1,False,False,True,False,False,51,False
180,103,113,30,facility,1,False,False,True,False,False,32,False
240,66,100,12,facility,1,False,False,False,False,False,50,False
240,10,51,13,facility,1,False,False,False,False,False,1,False
240,10,16,13,facility,1,False,False,False,True,False,24,False
240,51,16,13,facility,1,False,False,False,True,False,23,False
240,160,70,14,facility,1,False,False,False,False,False,30,False
240,160,67,14,facility,1,False,False,False,True,False,7,False
240,160,97,14,facility,1,False,False,False,False,False,20,False
240,160,162,14,facility,1,False,False,False,False,False,18,False
240,160,20,14,facility,1,False,False,False,False,False,37,False
240,70,67,14,facility,1,False,False,False,True,False,37,False
240,70,97,14,facility,1,False,False,False,False,False,50,False
240,70,162,14,facility,1,False,False,False,False,False,12,False
240,70,20,14,facility,1,False,False,False,False,False,7,False
240,67,97,14,facility,1,False,False,True,False,False,13,False
240,67,162,14,facility,1,False,False,True,False,False,25,False
240,67,20,14,facility,1,False,False,True,False,False,44,False
240,97,162,14,facility,1,False,False,False,False,False,38,False
240,97,20,14,facility,1,False,False,False,False,False,57,False
240,162,20,14,facility,1,False,False,False,False,False,19,False
240,164,37,25,facility,1,False,False,False,False,False,12,False
240,164,40,25,facility,1,False,False,False,True,False,47,False
240,164,9,25,facility,1,False,False,False,False,False,4,False
240,164,152,25,facility,1,False,False,False,True,False,26,False
240,37,40,25,facility,1,False,False,False,True,False,35,False
240,37,9,25,facility,1,False,False,False,False,False,16,False
240,37,152,25,facility,1,False,False,False,True,False,14,False
240,40,9,25,facility,1,False,False,True,False,False,51,False
240,40,152,25,facility,1,False,False,True,True,True,21,False
240,9,152,25,facility,1,False,False,False,True,False,30,False
240,163,113,30,facility,1,False,False,False,False,False,6,False
300,51,128,13,facility,1,False,False,False,True,False,15,False
300,51,16,13,facility,1,False,False,False,True,False,23,False
300,51,89,13,facility,1,False,False,False,False,False,4,False
300,51,88,13,facility,1,False,False,False,True,False,7,False
300,128,16,13,facility,1,False,False,True,True,True,38,False
300,128,89,13,facility,1,False,False,True,False,False,19,False
300,128,88,13,facility,1,False,False,True,True,True,8,False
300,16,89,13,facility,1,False,False,True,False,False,19,False
300,16,88,13,facility,1,False,False,True,True,True,30,False
300,89,88,13,facility,1,False,False,False,True,False,11,False
300,160,70,14,facility,1,False,False,False,False,False,30,False
300,160,67,14,facility,1,False,False,False,True,False,7,False
300,160,97,14,facility,1,False,False,False,False,False,20,False
300,160,162,14,facility,1,False,False,False,False,False,18,False
300,160,20,14,facility,1,False,False,False,False,False,37,False
300,70,67,14,facility,1,False,False,False,True,False,37,False
300,70,97,14,facility,1,False,False,False,False,False,50,False
300,70,162,14,facility,1,False,False,False,False,False,12,False
300,70,20,14,facility,1,False,False,False,False,False,7,False
300,67,97,14,facility,1,False,False,True,False,False,13,False
300,67,162,14,facility,1,False,False,True,False,False,25,False
300,67,20,14,facility,1,False,False,True,False,False,44,False
300,97,162,14,facility,1,False,False,False,False,False,38,False
300,97,20,14,facility,1,False,False,False,False,False,57,False
300,162,20,14,facility,1,False,False,False,False,False,19,False
300,159,167,16,facility,1,False,False,False,True,False,6,False
300,37,40,25,facility,1,False,False,False,True,False,35,False
300,37,9,25,facility,1,False,False,False,False,False,16,False
300,37,152,25,facility,1,False,False,False,True,False,14,False
300,40,9,25,facility,1,False,False,True,False,False,51,False
300,40,152,25,facility,1,False,False,True,True,True,21,False
300,9,152,25,facility,1,False,False,False,True,False,30,False
360,52,58,2,facility,1,False,False,False,True,False,31,False
360,14,100,12,facility,1,True,False,False,False,False,15,False
360,89,129,13,facility,1,False,False,False,False,False,1,False
360,89,88,13,facility,1,False,False,False,True,False,11,False
360,129,88,13,facility,1,False,False,False,True,False,12,False
360,160,70,14,facility,1,False,False,False,False,False,30,False
360,160,67,14,facility,1,False,False,False,True,False,7,False
360,160,97,14,facility,1,False,False,False,False,False,20,False
360,160,162,14,facility,1,False,False,False,False,False,18,False
360,160,20,14,facility,1,False,False,False,False,False,37,False
360,160,173,14,facility,1,False,False,False,True,False,1,False
360,70,67,14,facility,1,False,False,False,True,False,37,False
360,70,97,14,facility,1,False,False,False,False,False,50,False
360,70,162,14,facility,1,False,False,False,False,False,12,False
360,70,20,14,facility,1,False,False,False,False,False,7,False
360,70,173,14,facility,1,False,False,False,True,False,31,False
360,67,97,14,facility,1,False,False,True,False,False,13,False
360,67,162,14,facility,1,False,False,True,False,False,25,False
360,67,20,14,facility,1,False,False,True,False,False,44,False
360,67,173,14,facility,1,False,False,True,True,True,6,False
360,97,162,14,facility,1,False,False,False,False,False,38,False
360,97,20,14,facility,1,False,False,False,False,False,57,False
