timestep,person1_id,person2_id,location_id,location_type,contact_duration,person1_infectious,person2_infectious,person1_masked,person2_masked,both_masked,age_diff,same_household
60,89,45,2,facility,1,False,False,False,False,False,39,False
60,89,85,2,facility,1,False,False,False,False,False,12,False
60,45,85,2,facility,1,False,False,False,False,False,51,False
60,75,21,4,facility,1,False,False,False,False,False,22,False
60,137,33,10,facility,1,False,False,False,False,False,7,False
60,137,84,10,facility,1,False,False,False,False,False,25,False
60,137,126,10,facility,1,False,False,False,False,False,31,False
60,137,4,10,facility,1,False,False,False,False,False,28,False
60,137,7,10,facility,1,False,False,False,False,False,3,False
60,33,84,10,facility,1,False,False,False,False,False,32,False
60,33,126,10,facility,1,False,False,False,False,False,38,False
60,33,4,10,facility,1,False,False,False,False,False,35,False
60,33,7,10,facility,1,False,False,False,False,False,10,False
60,84,126,10,facility,1,False,False,False,False,False,6,False
60,84,4,10,facility,1,False,False,False,False,False,3,False
60,84,7,10,facility,1,False,False,False,False,False,22,False
60,126,4,10,facility,1,False,False,False,False,False,3,False
60,126,7,10,facility,1,False,False,False,False,False,28,False
60,4,7,10,facility,1,False,False,False,False,False,25,False
60,13,114,12,facility,1,False,False,False,False,False,34,False
60,13,107,12,facility,1,False,False,False,False,False,11,False
60,114,107,12,facility,1,False,False,False,False,False,45,False
60,27,47,13,facility,1,False,False,False,False,False,16,False
60,27,65,13,facility,1,False,False,False,False,False,36,False
60,27,51,13,facility,1,False,False,False,False,False,15,False
60,27,128,13,facility,1,False,False,False,False,False,0,False
60,27,16,13,facility,1,False,False,False,False,False,38,False
60,27,3,13,facility,1,False,False,False,False,False,6,False
60,27,109,13,facility,1,False,False,False,False,False,61,False
60,27,127,13,facility,1,False,False,False,False,False,25,False
60,47,65,13,facility,1,False,False,False,False,False,20,False
60,47,51,13,facility,1,False,False,False,False,False,1,False
60,47,128,13,facility,1,False,False,False,False,False,16,False
60,47,16,13,facility,1,False,False,False,False,False,22,False
60,47,3,13,facility,1,False,False,False,False,False,10,False
60,47,109,13,facility,1,False,False,False,False,False,45,False
60,47,127,13,facility,1,False,False,False,False,False,9,False
60,65,51,13,facility,1,False,False,False,False,False,21,False
60,65,128,13,facility,1,False,False,False,False,False,36,False
