timestep,person1_id,person2_id,location_id,location_type,contact_duration,person1_infectious,person2_infectious,person1_masked,person2_masked,both_masked,age_diff,same_household
60,111,54,2,facility,1,False,False,True,True,True,66,False
60,155,108,4,facility,1,False,False,True,True,True,26,False
60,155,39,4,facility,1,False,False,True,True,True,45,False
60,155,17,4,facility,1,False,False,True,True,True,55,False
60,155,21,4,facility,1,False,False,True,True,True,8,False
60,108,39,4,facility,1,False,False,True,True,True,19,False
60,108,17,4,facility,1,False,False,True,True,True,29,False
60,108,21,4,facility,1,False,False,True,True,True,18,False
60,39,17,4,facility,1,False,False,True,True,True,10,False
60,39,21,4,facility,1,False,False,True,True,True,37,False
60,17,21,4,facility,1,False,False,True,True,True,47,False
60,84,117,10,facility,1,False,False,False,True,False,10,False
60,84,18,10,facility,1,False,False,False,True,False,25,False
60,84,7,10,facility,1,False,False,False,True,False,22,False
60,84,34,10,facility,1,False,False,False,True,False,10,False
60,117,18,10,facility,1,False,False,True,True,True,15,False
60,117,7,10,facility,1,False,False,True,True,True,32,False
60,117,34,10,facility,1,False,False,True,True,True,0,False
60,18,7,10,facility,1,False,False,True,True,True,47,False
60,18,34,10,facility,1,False,False,True,True,True,15,False
60,7,34,10,facility,1,False,False,True,True,True,32,False
60,46,13,12,facility,1,False,False,True,True,True,44,False
60,46,116,12,facility,1,False,False,True,True,True,43,False
60,13,116,12,facility,1,False,False,True,True,True,1,False
60,15,27,13,facility,1,False,False,True,False,False,35,False
60,15,47,13,facility,1,False,False,True,True,True,19,False
60,27,47,13,facility,1,False,False,False,True,False,16,False
60,166,78,14,facility,1,False,False,True,False,False,0,False
60,166,76,14,facility,1,False,False,True,True,True,0,False
60,166,96,14,facility,1,False,False,True,True,True,4,False
60,166,97,14,facility,1,False,False,True,True,True,57,False
60,78,76,14,facility,1,False,False,False,True,False,0,False
60,78,96,14,facility,1,False,False,False,True,False,4,False
60,78,97,14,facility,1,False,False,False,True,False,57,False
60,76,96,14,facility,1,False,False,True,True,True,4,False
60,76,97,14,facility,1,False,False,True,True,True,57,False
60,96,97,14,facility,1,False,False,True,True,True,61,False
60,59,35,16,facility,1,False,False,True,True,True,14,False
60,59,8,16,facility,1,False,False,True,True,True,35,False
60,59,159,16,facility,1,False,False,True,True,True,8,False
60,35,8,16,facility,1,False,False,True,True,True,49,False
60,35,159,16,facility,1,False,False,True,True,True,22,False
60,8,159,16,facility,1,False,False,True,True,True,27,False
60,100,119,17,facility,1,False,False,True,True,True,47,False
60,121,102,21,facility,1,False,False,True,True,True,15,False
60,98,81,33,facility,1,False,False,True,True,True,22,False
120,95,111,2,facility,1,False,False,True,True,True,45,False
120,95,85,2,facility,1,False,False,True,True,True,5,False
120,95,54,2,facility,1,False,False,True,True,True,21,False
120,111,85,2,facility,1,False,False,True,True,True,50,False
120,111,54,2,facility,1,False,False,True,True,True,66,False
120,85,54,2,facility,1,False,False,True,True,True,16,False
120,101,23,3,facility,1,False,False,True,False,False,2,False
